================================================================================
Count of Words: Data Structure Edition - Output Report
================================================================================
Arquivo Analisado: input/the-secret-garden.txt
Estrutura de Dados: Árvore Rubro-Negra
Data de execução: sábado, 12 de julho de 2025 - 12:48:21
Quantidade de palavras: 84516

================================================================================
Tabela de Frequências
================================================================================
Palavra           | Frequência
trample           | 1   
transcribe        | 1   
transcription     | 1   
transform         | 1   
transported       | 1   
travel            | 1   
traveled          | 2   
tray              | 3   
treacle           | 1   
treated           | 1   
treating          | 1   
treatment         | 1   
tree              | 65  
trees             | 55  
treetop           | 1   
tremble           | 2   
trembled          | 3   
trembling         | 3   
tremendously      | 4   
tremulous         | 1   
tremulously       | 2   
tricks            | 1   
tried             | 19  
tries             | 1   
trifle            | 6   
trill             | 1   
trimmed           | 1   
triumphant        | 1   
triumphantly      | 2   
trooping          | 1   
trotted           | 3   
trouble           | 11  
troubled          | 9   
troubles          | 3   
trout             | 1   
trowel            | 9   
trowelfuls        | 1   
true              | 12  
truly             | 1   
trumpets          | 2   
trunk             | 4   
trunks            | 2   
trust             | 5   
trusted           | 4   
trustiest         | 1   
trusty            | 3   
truth             | 9   
try               | 32  
trying            | 9   
tub               | 1   
tucked            | 4   
tuesday           | 1   
tumble            | 4   
tumbled           | 4   
tumbling          | 1   
tune              | 2   
tuppence          | 2   
turn              | 14  
turned            | 68  
turnin            | 1   
turning           | 17  
turnips           | 1   
turns             | 2   
turrets           | 1   
tweaked           | 1   
twelve            | 14  
twenty            | 1   
twice             | 12  
twig              | 5   
twigs             | 1   
twilight          | 3   
twinkled          | 1   
twinkling         | 3   
twist             | 1   
twisted           | 2   
twisting          | 1   
twitching         | 2   
twitter           | 3   
twittered         | 3   
twittering        | 2   
two               | 66  
tying             | 1   
types             | 1   
typhoid           | 2   
typhus            | 1   
tyrannical        | 1   
tyrol             | 1   
u.s               | 7   
ud                | 4   
uglier            | 1   
ugly              | 7   
un                | 10  
unaccustomed      | 1   
unaffected        | 1   
unattractive      | 2   
unbelieving       | 1   
unbolt            | 1   
unbolted          | 1   
unbound           | 1   
uncanny           | 1   
unceasingly       | 1   
unceremoniously   | 1   
uncertainly       | 1   
unchained         | 1   
unchanging        | 1   
uncle             | 6   
uncomfortable     | 3   
uncomfortably     | 1   
uncompanionable   | 1   
unconsciously     | 1   
uncontrollable    | 2   
uncovered         | 1   
uncurl            | 2   
uncurled          | 1   
uncurlin          | 1   
uncurling         | 2   
under             | 75  
undergardeners    | 1   
underground       | 1   
underneath        | 1   
understand        | 21  
understanding     | 4   
understood        | 14  
underworld        | 1   
undignified       | 1   
undiscovered      | 1   
undisturbedly     | 1   
undo              | 1   
unearthly         | 1   
unenforceability  | 1   
unexpectedly      | 1   
unfortunately     | 1   
unfriendly        | 1   
unfurl            | 1   
unfurling         | 1   
unhappy           | 3   
unhealthy         | 1   
uniform           | 1   
uninterested      | 1   
united            | 15  
unknown           | 3   
unless            | 5   
unlike            | 3   
unlink            | 1   
unlocked          | 2   
unloving          | 1   
unnatural         | 3   
unpleasant        | 1   
unpopular         | 1   
unpromising       | 1   
unprotected       | 1   
unrelenting       | 1   
unresponsive      | 1   
unrestrainedly    | 1   
uns               | 3   
unscrupulous      | 1   
unseeing          | 1   
unsheath          | 1   
unsolicited       | 1   
unsympathetic     | 1   
unsympathetically | 2   
untidy            | 1   
untied            | 1   
until             | 69  
untouched         | 2   
untrained         | 1   
untrimmed         | 1   
unusual           | 2   
up                | 326 
updated           | 2   
upholding         | 2   
uplifted          | 2   
uplifting         | 2   
upon              | 35  
upper             | 2   
upright           | 6   
upset             | 1   
upstairs          | 5   
urged             | 1   
urns              | 3   
us                | 66  
us’d              | 2   
us’ll             | 4   
use               | 19  
used              | 44  
useful            | 1   
user              | 3   
using             | 7   
usual             | 6   
usually           | 4   
ut                | 1   
utter             | 1   
v                 | 2   
vaguely           | 1   
vain              | 1   
valley            | 7   
valleys           | 1   
vanilla           | 2   
vanity            | 1   
variety           | 1   
various           | 1   
vault             | 3   
vegetables        | 5   
veil              | 5   
veins             | 3   
velvet            | 10  
ventured          | 5   
veranda           | 3   
verdure           | 1   
version           | 1   
very              | 168 
vessel            | 1   
vexed             | 3   
vexes             | 1   
vi                | 2   
vicarage          | 1   
vicious           | 1   
victuals          | 4   
viewed            | 1   
viewing           | 1   
vigor             | 1   
vii               | 2   
viii              | 2   
villa             | 3   
village           | 3   
violates          | 1   
violently         | 1   
violet            | 1   
virus             | 1   
visit             | 4   
visitin           | 1   
visitor           | 1   
visits            | 1   
vixen             | 2   
voice             | 36  
voices            | 7   
void              | 1   
volubly           | 1   
volunteer         | 1   
volunteered       | 1   
volunteers        | 5   
voyage            | 2   
voyages           | 1   
waft              | 2   
wafts             | 3   
wages             | 2   
wailed            | 2   
wailin            | 1   
wailing           | 3   
wails             | 1   
waistcoat         | 3   
waistcoated       | 1   
wait              | 10  
waited            | 12  
waitin            | 3   
waiting           | 16  
waits             | 1   
waken             | 3   
wakened           | 7   
wakenin           | 1   
waking            | 1   
walderhurst       | 1   
walk              | 58  
walked            | 41  
walkin            | 4   
walking           | 7   
walks             | 4   
wall              | 61  
walled            | 1   
walls             | 32  
wander            | 1   
wandered          | 4   
wanderin          | 3   
wandering         | 6   
wanderings        | 2   
wands             | 1   
want              | 106 
wanted            | 53  
wanting           | 2   
wants             | 20  
war               | 1   
wardrobe          | 1   
warm              | 26  
warmed            | 2   
warmer            | 1   
warmin            | 1   
warming           | 1   
warmness          | 1   
warned            | 1   
warning           | 3   
warrant           | 13  
warranties        | 3   
warranty          | 2   
was               | 1378
wash              | 1   
washed            | 1   
washing           | 2   
wasn’t            | 18  
wasna             | 1   
waste             | 3   
wasted            | 1   
watch             | 15  
watched           | 19  
watches           | 1   
watchful          | 1   
watchin           | 6   
watching          | 15  
water             | 11  
water’s           | 1   
watering          | 1   
waterproof        | 2   
waterproofs       | 1   
waters            | 1   
wave              | 1   
waved             | 7   
waving            | 1   
wax               | 1   
waxen             | 1   
waxy              | 1   
way               | 125 
ways              | 21  
we                | 99  
we’d              | 3   
we’ll             | 7   
we’re             | 9   
we’ve             | 6   
weak              | 15  
weakness          | 1   
wear              | 2   
weariness         | 1   
weather           | 6   
weathers          | 1   
weatherstaff      | 100 
weatherstaff’s    | 15  
web               | 1   
website           | 4   
weed              | 2   
weeded            | 3   
weeding           | 5   
weeds             | 7   
week              | 14  
week’s            | 1   
weeks             | 4   
weighs            | 1   
weird             | 3   
well              | 97  
wench             | 7   
went              | 117 
were              | 354 
weren’t           | 1   
wert              | 1   
west              | 2   
wet               | 9   
wha’d             | 1   
what              | 294 
what’ll           | 1   
what’s            | 11  
whatever          | 8   
whatsoever        | 3   
wheel             | 3   
wheeled           | 9   
wheels            | 1   
when              | 477 
whenever          | 3   
where             | 88  
where’s           | 1   
wheres’ever       | 1   
wherever          | 1   
whether           | 9   
which             | 182 
while             | 37  
whine             | 1   
whining           | 1   
whinnied          | 1   
whinnies          | 1   
whipped           | 1   
whirl             | 1   
whirled           | 1   
whisked           | 1   
whisper           | 14  
whispered         | 16  
whispering        | 4   
whispers          | 4   
whistle           | 6   
whistled          | 3   
whistlin          | 2   
whistling         | 2   
white             | 39  
whiteness         | 1   
whitewashed       | 1   
who               | 139 
whoever           | 2   
whole             | 25  
whom              | 6   
whose             | 14  
why               | 72  
wi                | 11  
wick              | 9   
wicked            | 1   
wide              | 24  
widened           | 1   
widening          | 1   
wider             | 3   
widespread        | 1   
widest            | 2   
wife              | 7   
wife’s            | 2   
wild              | 28  
wilder            | 2   
wilderness        | 2   
will              | 133 
willing           | 1   
wilt              | 1   
wind              | 39  
winding           | 1   
window            | 32  
windows           | 5   
windy             | 1   
wine              | 2   
wing              | 1   
wings             | 14  
wink              | 2   
winking           | 1   
winnin            | 1   
winning           | 1   
winter            | 8   
wintry            | 3   
wiped             | 1   
wiping            | 1   
wiry              | 1   
wise              | 3   
wisely            | 3   
wish              | 26  
wished            | 4   
wishes            | 4   
wishing           | 1   
wistfully         | 1   
witched           | 1   
with              | 553 
withdrew          | 1   
within            | 5   
without           | 46  
wits              | 1   
witted            | 3   
woefully          | 1   
wolf’s            | 1   
wolves            | 1   
woman             | 32  
woman’s           | 1   
womanish          | 1   
women             | 2   
won’t             | 62  
wonder            | 35  
wondered          | 31  
wonderful         | 23  
wonderfully       | 2   
wonderfulness     | 3   
wonderin          | 3   
wondering         | 15  
wonderingly       | 1   
wonders           | 5   
wood              | 18  
wood’s            | 1   
wooden            | 2   
woodland          | 1   
woodpecker        | 1   
woods             | 2   
wool              | 1   
woolen            | 1   
woolly            | 1   
word              | 22  
words             | 16  
wore              | 9   
work              | 80  
worked            | 14  
workin            | 4   
working           | 18  
works             | 36  
world             | 46  
world’s           | 5   
worlds            | 2   
worm              | 1   
worms             | 1   
worn              | 4   
worried           | 4   
worrit            | 2   
worry             | 1   
worse             | 11  
worst             | 9   
would             | 232 
wouldn’t          | 30  
wound             | 1   
wove              | 1   
wraith            | 1   
wrap              | 2   
wrapped           | 2   
wrapper           | 3   
wreathing         | 1   
wrestler          | 2   
wretched          | 5   
wrinkled          | 2   
wrinkles          | 1   
wrinkling         | 1   
wrist             | 1   
write             | 8   
writer            | 1   
writhe            | 1   
writing           | 6   
written           | 8   
wrong             | 13  
wrung             | 1   
wuthered          | 2   
wutherin          | 5   
wuthering         | 3   
www.gutenberg.org | 9   
x                 | 2   
xi                | 2   
xii               | 2   
xiii              | 2   
xiv               | 2   
xix               | 2   
xv                | 2   
xvi               | 2   
xvii              | 2   
xviii             | 2   
xx                | 2   
xxi               | 2   
xxii              | 2   
xxiii             | 2   
xxiv              | 2   
xxv               | 2   
xxvi              | 2   
xxvii             | 2   
yards             | 5   
yawned            | 1   
yawning           | 1   
ye                | 3   
year              | 26  
year’s            | 1   
years             | 45  
yeller            | 4   
yellow            | 6   
yellower          | 1   
yellowing         | 1   
yes               | 36  
yesterday         | 9   
yet               | 28  
york              | 1   
yorkshire         | 52  
yorkshire’s       | 1   
you               | 820 
you’d             | 6   
you’ll            | 23  
you’re            | 20  
you’ve            | 6   
young             | 71  
younger           | 2   
your              | 92  
yours             | 3   
yourself          | 14  

================================================================================
Métricas de Desempenho
================================================================================
Tempo total (ms): 1170
Número de comparações: 1211809
Número de rotações: 3265
Tamanho da estrutura (kB): 377.156
